"Street Number Name Direction","Address - City","Address - ZIP","ML_Number","Status","APN","Selling Date","Pending Date","Listing Date","DOM","Listing Price","Selling Price","Selling_Price_Per_Sqft","Year Built","Square Footage","Bedrooms","Bathrooms","Lot Size - Sq Ft","Parking Desc","Pool Type","Solar Owned/Leased Display","RESICONA","Property Subtype","Patio","Stories","Marketing Remarks","Street Full Address","Disclosures Desc","Inactive Date","Owned Solar Type Display","Primary_Picture_Url","Elementary School Desc","Jr High School Desc","Sr High School Desc","School District Desc","Association"
"6208 Quaking Aspen St","Bakersfield","93313","202406712","S","49810203","08/07/24","07/12/24","07/08/24","4","399900.00","399,900","211.59","1990","1890","3","2","6534","2 Car Garage","INGR","None","0.00","SNGF","UNCV","1","This beautiful 3 bedroom 2 bath home is ready for a new owner. This home has been well cared for and features formal living and dining rooms along with a separate family room, a large kitchen with plenty of storage, stainless appliances, an island fresh interior paint and more. The bedrooms are large and spacious bedrooms and include ceiling fans and window coverings. The master suite features fresh paint, wood flooring, direct access to the back yard, a large master bath with separate tub and shower. Did I mention the large back yard and sparkling pool for the Hot Bakersfield summers. This home is ready to go and it won't last ling so contact us for your private showing today.","6208 Quaking Aspen St, Bakersfield, CA 93313-4176","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/07/08/040665bc-7d2c-457d-962d-a76b98e97731.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"8012 Cold Spray Ct Ct","Bakersfield","93313","202407392","S","49805126","08/28/24","07/29/24","07/25/24","4","379000.00","366,000","315.52","1989","1160","3","2","6098","2 Car Garage","COMM","None","0.00","SNGF","UNCV","1","Hidden Gem at the End of a Cul-de-Sac. Discover a hidden gem at the end of a tranquil cul-de-sac, where pride of ownership shines through in every detail of this beautifully upgraded home. Perfect for families, first-time buyers, or those seeking a comfortable retreat, this property offers modern conveniences and stylish finishes. Home Highlights: - 3 Bedrooms, 2 Baths: 1,160 sq ft of thoughtfully designed living space - New flooring throughout the house - Upgraded kitchen with modern appliances included in the sale - Spacious master suite with a fully upgraded bathroom - Wi-Fi and app-enabled garage opener for added convenience. Outdoor Features: A charming pergola/bar area in the backyard, perfect for entertaining or relaxing - Well-maintained yard with plenty of space for gardening or outdoor activities This home is a true hidden gem, offering modern upgrades and thoughtful touches throughout. Don't miss the chance to make this stunning property your own. Schedule your viewing today","8012 Cold Spray Ct Ct, Bakersfield, CA 93313-4115","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/07/25/a6b76952-f2be-446c-b1d6-7fcc0883dcd9.jpg","Suburu, Donald","Tevis","Independence","","MLS"
"6319 Brewer Creek Dr","Bakersfield","93313","202407656","S","49869104","09/23/24","08/09/24","08/01/24","8","349900.00","370,000","255.17","2005","1450","3","2","4791","2 Car Garage","NONE","None","0.00","SNGF","CVRD","1","Welcome to your new home in the heart of Southwest Bakersfield! This charming 3-bedroom, 2-bathroom residence offers a perfect blend of comfort and style. Upon entering, you'll be greeted by a spacious open floor plan that seamlessly connects the living, dining, and kitchen areas, making it ideal for entertaining guests or spending quality time with family. Located in a friendly neighborhood, this home is just minutes away from local schools, parks, shopping, and dining. Don't miss this opportunity to make this beautiful house yours!","6319 Brewer Creek Dr, Bakersfield, CA 93313-5914","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/08/01/42cfe582-a998-4a4f-bccf-1c3afb090ff8.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6906 Firebaugh St","Bakersfield","93313","202408392","S","49854211","10/23/24","08/28/24","08/20/24","8","399900.00","400,000","258.90","2000","1545","3","2","6098","2 Car Garage","INGR","Leased","7000.00","SNGF","UNCV","1","Come check out this adorable Silver Creek charmer! This immaculate 3 bed, 2 bath home with NEW wood-like flooring and a bonus room is ready for new homeowners. Enjoy beaming natural light from the sunroom, creating a warm and inviting atmosphere. Relax in the sparkling blue pool on hot summer days and benefit from energy-saving solar panels, ensuring efficiency and lower utility bills. The home boasts a durable and attractive tile roof. Conveniently located near shopping, parks, and top-rated schools, this home has it all for a comfortable lifestyle. The backyard is perfect for entertaining, featuring an uncovered patio, newly poured cement, and a sparkling pool for endless fun. With new wood fencing around most of the property, you'll enjoy plenty of privacy and security. This Silver Creek gem offers a perfect blend of comfort and style, making it an ideal place to call home. Don't miss this exceptional opportunityschedule your tour today and make this Silver Creek charmer yours!","6906 Firebaugh St, Bakersfield, CA 93313-4949","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/08/20/a67d234e-6376-45d3-8e5e-fcdf7ac7b7bd.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7208 Rogue River Dr","Bakersfield","93313","202408608","S","49832309","12/06/24","11/06/24","08/26/24","29","365000.00","375,000","274.32","1994","1367","3","2","4356","2 Car Garage","COMM","PPA","7080.00","SNGF","SLAB","1","Discover the perfect blend of comfort and convenience at 7208 Rogue River Street in the desirable heritage series inside the Silver Creek Community of Bakersfield, CA 93313. This charming starter home features 3 cozy bedrooms, 2 bathrooms, and a welcoming living room centered around a warm fireplace. The bright breakfast area and durable tile roofing add to its appeal. With PPA (purchase power agreement) solar and a 4,356 sq. ft. lot, this home offers conveniently located all major shopping and food centers. Plus, enjoy access to a refreshing community pool and parks. Expand your life in a home that offers both style and substance.","7208 Rogue River Dr, Bakersfield, CA 93313-4513","CC&Rs,HOA Fees,Subject To:","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/08/26/470ce7da-f7c9-497e-8f2c-6e3aa8ccb604.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7904 Moss Crossing Ave","Bakersfield","93313","202409598","S","49806106","10/07/24","09/26/24","09/19/24","7","295000.00","292,000","210.07","1989","1390","3","2","5227","2 Car Garage","NONE","None","0.00","SNGF","SLAB","1","Great Value in Silver Creek! Don't miss this opportunity for investor or owner willing to put in some sweat equity. 3 bedroom, 2 bath, large living area with fireplace, eat-in kitchen, and indoor laundry. Backyard features a slab patio with brick built-in BBQ area. All this in a great SW location, close to schools, parks, and shopping. Schedule your showing appointment today!","7904 Moss Crossing Ave, Bakersfield, CA 93313-4110","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/09/19/f95896c9-6822-4957-9ecf-11f8d1c652f9.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7510 Stone Breakers Ave","Bakersfield","93313","202412150","S","49824202","12/20/24","12/04/24","11/27/24","7","364500.00","370,000","212.52","1993","1741","3","3","4356","2 Car Garage","COMM","None","0.00","SNGF","UNCV","2","Located in Patriot Village of Silver Creek neighborhood. Plenty 2 like, at 7510 Stone Breakers Ave. two stories, 2.5 bathrooms and a 2 car garage. Plus the home is ready for the next owners. Come by, take a look inside and lets make a deal, that's satisfactory for 2, the Buyer and the Seller. Seller will carry financing with 30% down payment. or New financing.","7510 Stone Breakers Ave, Bakersfield, CA 93313-4372","CC&Rs,HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/11/27/d4554ede-8571-485b-a50a-60b3cbe3f7d0.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5808 Greenhorn Mountain Ct","Bakersfield","93313","202412880","P","49828102","","12/27/24","12/27/24","0","450000.00","","","1995","2119","4","2","8712","3 Car Garage","INGR","Leased","0.00","SNGF","","1","","5808 Greenhorn Mountain Ct, Bakersfield, CA 93313-4392","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/12/27/f4f43d74-8a6a-4904-994d-f4c8ed17eb26.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5215 Grogan Dr","Bakersfield","93313","202402912","S","49837102","06/07/24","04/04/24","03/26/24","9","358000.00","358,000","245.71","1996","1457","3","2","6534","2 Car Garage","NONE","Owned","0.00","SNGF","CVRD","1","You will love the remodeling and updating the owners have done to make this home unlike any other in the neighborhood. Spacious open floor plan is great for entertaining. The custom remodeled kitchen is the heart of the home. Lovely curb appeal, beautiful tile floors throughout, custom paint, 3 bedrooms, 2 baths, indoor laundry room, lots of closet space, built-in bookshelf in great room. Backyard has covered patio with surround sound, fans, block wall and large 10x20 storage shed plumbed for electricity. Corner lot with RV parking with dual swing gates and wide driveway. This home is affordable and close to schools, park and shopping.","5215 Grogan Dr, Bakersfield, CA 93313-4575","None of the Above","","Paid For","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/03/26/e7d1b478-f773-40bc-a45d-2574a7416866.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7102 Rogue River Dr","Bakersfield","93313","202404065","S","49832301","06/03/24","05/20/24","04/26/24","24","339900.00","339,900","282.78","1995","1202","2","2","5662","2 Car Garage","COMM","None","0.00","SNGF","","1","Exceptional Heritage Series home in Silver Creek.  This turnkey home just received extensive renovation throughout.  All bedrooms offer updated lighting, new ceiling fans and flooring.  The kitchen also features updated lighting, new kitchen cabinets, modern plumbing fixtures, new flooring and beautiful quartz counters.  The living and dining area offers open space with a tasteful-fresh coat of paint.  The primary bathroom has a modern style with quartz counter, white vanity, updated flooring and dark tone fixtures.  Some of the renovations recently completed include NEW tile ROOF, windows, HVAC system, UPDATED garage door, garage door motor, updated insulation,  both bathrooms completely done, kitchen and updated plumbing and electrical throughout the home. The back yard area is spacious enough for many activities to entertain and the community pool is adjacent to the home.","7102 Rogue River Dr, Bakersfield, CA 93313-4531","HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/04/26/199bacf5-ae7f-4ae0-b755-c02b6dca5083.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7604 Stone Breakers","Bakersfield","93313","202404101","S","48824224","05/21/24","05/01/24","04/26/24","5","300000.00","315,000","","1994","","2","2","4356","2 Car Garage","COMM","None","0.00","SNGF","UNCV","1","Beautiful Silver Creek Home. Walk into this cozy home with nice wood floors, some new fixtures and fresh paint throughout.  Floorplan has an open living and kitchen area with fireplace. Offers a spacious master bedroom with new carpet and private bathroom.  Guest bedroom has two closets along with a built in bookshelf. Perfect for guests or an office space. Step outside to a nice size patio area for family entertainment or just some peaceful time alone.  Home is located next to the community pool, perfect location for those hot summer days. Hurry and come see this beautiful cozy home before it is gone.  Your new home is waiting for you!","7604 Stone Breakers, Bakersfield, CA 93313","CC&Rs,HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/04/26/e7d60484-5602-4d25-be13-ee011af31598.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5424 Shadow Stone St","Bakersfield","93313","202404258","S","49818207","05/20/24","05/04/24","05/02/24","2","359000.00","370,000","268.12","2001","1380","4","2","5662","2 Car Garage","NONE","None","0.00","SNGF","","1","This 4 bedroom 2 bath home is located in the desirable community of Silver Creek. This floor plan is a split plan with 3 bedrooms on one side and the primary bedroom on the opposite side of the home. The kitchen has been upgraded to new stainless steel appliances, stainless steel sink, new faucet, quartz counter tops and new hardware on the cabinets. There are new light fixtures in kitchen, dining and living room, along with new flooring in the bedrooms. This beauty is located close to parks, schools, and shopping. Call today!","5424 Shadow Stone St, Bakersfield, CA 93313-4322","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/05/02/0dbe1a82-0178-4173-9dab-e65385cfae0e.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6013 Indian Peak Ave","Bakersfield","93313","202404322","S","49856108","08/29/24","07/15/24","05/02/24","54","430000.00","395,000","153.46","1999","2574","4","3","7405","2 Car Garage","NONE","None","0.00","SNGF","","2","Nice home 2574sqft with lots of space , 4 beds 3 baths, huge kitchen, space for office or kids room, the lot size is 7405sqft and have a two car garage.   This property has been placed in an upcoming online event. All bids should be submitted at www.xome.com/auctions void where prohibited . All offers received prior to the event period should be submitted by the buyer or buyer's agent by clicking on the "Make Offer" button on the Property Details page on Xome.com. All offers will be reviewed and responded to within 3 business days. All properties are subject to a 5% buyer's premium pursuant to the Auction Participation Agreement and Terms & Conditions minimums will apply . Please contact the listing agent for details and commission paid on this property.","6013 Indian Peak Ave, Bakersfield, CA 93313-4937","REO","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2024/06/10/5379b289-ff83-45bf-a69b-bc159d747eb7.jpg","Suburu, Donald","Actis, O. J.","Independence","","MLS"
